"country","scenario","measure","n_implicates","estimate_nw","estimate_nwx","estimate_ratio","se_nw","se_nwx","se_ratio","ratio","ratio_se","ratio_se_delta_SUPERSEDED","ratio_ci_lo","ratio_ci_hi","paradox","paradox_robust","no_paradox_robust"
"AT_2023","gradient","atkinson05",5,0.423186049278165,0.404684771248197,1.04621662634619,0.0191034335149213,0.0251806771325391,0.0271602238807247,1.04621662634619,0.0271602238807247,0.0803876643385522,0.992982587539971,1.09945066515241,FALSE,FALSE,FALSE
"BE_2023","gradient","atkinson05",5,0.328994389898795,0.325551788495891,1.01058202368224,0.0225298748989584,0.0251072711033098,0.0183620888303848,1.01058202368224,0.0183620888303848,0.104228839505284,0.974592329574681,1.04657171778979,FALSE,FALSE,FALSE
"CY_2023","gradient","atkinson05",5,0.30726717291181,0.295161496790804,1.04110928536529,0.0145829505587518,0.0164124336760626,0.0228266047246792,1.04110928536529,0.0228266047246792,0.0761035525270728,0.996369140104917,1.08584943062566,FALSE,FALSE,FALSE
"DE_2023","gradient","atkinson05",5,0.43198781385549,0.434087310100523,0.99517122726267,0.0186638114420694,0.0181395359754582,0.0119378176248892,0.99517122726267,0.0119378176248892,0.0598162297796987,0.971773104717887,1.01856934980745,TRUE,FALSE,FALSE
"EE_2023","gradient","atkinson05",5,0.370933440921204,0.374295392638357,0.991031978394744,0.0234843051715777,0.0227180499929393,0.010549988305982,0.991031978394744,0.010549988305982,0.0869178358621616,0.970354001315019,1.01170995547447,TRUE,FALSE,FALSE
"ES_2023","gradient","atkinson05",5,0.38273965498881,0.359752113697283,1.06390122393233,0.0236023463654269,0.0292200760028224,0.0277056010237843,1.06390122393233,0.0277056010237843,0.108496468275021,1.00959824592571,1.11820420193894,FALSE,FALSE,TRUE
"FR_2023","gradient","atkinson05",5,0.404220683594294,0.39003862831529,1.03636064289391,0.0173096039576567,0.0182548984446762,0.00815838041851448,1.03636064289391,0.00815838041851448,0.0657434990226325,1.02037021727362,1.0523510685142,FALSE,FALSE,TRUE
"GR_2023","gradient","atkinson05",5,0.304609693004952,0.314176503434402,0.969798606698327,0.0115623254235923,0.0157091312438822,0.023353513220809,0.969798606698327,0.023353513220809,0.0608649743335174,0.924025720785541,1.01557149261111,TRUE,FALSE,FALSE
"HR_2023","gradient","atkinson05",5,0.246086567367481,0.249941656978677,0.984576844847429,0.0130882290621185,0.0142182978476271,0.0170081987195136,0.984576844847429,0.0170081987195136,0.076675429762166,0.951240775357182,1.01791291433768,TRUE,FALSE,FALSE
"HU_2023","gradient","atkinson05",5,0.285713622014749,0.287520217820706,0.993716816588801,0.00742246710297098,0.00807278149830865,0.0058260800145231,0.993716816588801,0.0058260800145231,0.0380117776534517,0.982297699760336,1.00513593341727,TRUE,FALSE,FALSE
"LT_2023","gradient","atkinson05",5,0.315905983636608,0.330308967806493,0.956457835539418,0.0558858361314871,0.0618476551450201,0.0153624286623118,0.956457835539418,0.0153624286623118,0.246363130990925,0.926347475361287,0.986568195717549,TRUE,TRUE,FALSE
"LU_2023","gradient","atkinson05",5,0.339082482637648,0.332651545213313,1.01934153652919,0.0208335109407183,0.023100110023478,0.0169084988716335,1.01934153652919,0.0169084988716335,0.0945137045526287,0.986200878740786,1.05248219431759,FALSE,FALSE,FALSE
"LV_2023","gradient","atkinson05",5,0.406331121490444,0.407932087926443,0.996110630526298,0.0516847107671192,0.0549051628445937,0.0143376021802851,0.996110630526298,0.0143376021802851,0.184462226355879,0.968008930252939,1.02421233079966,TRUE,FALSE,FALSE
"MT_2023","gradient","atkinson05",5,0.250925456060367,0.247346593025098,1.01446902094546,0.0402272024402342,0.0344896207773957,0.0246120991952482,1.01446902094546,0.0246120991952482,0.215545633453998,0.966229306522777,1.06270873536815,FALSE,FALSE,FALSE
"NL_2023","gradient","atkinson05",5,0.354767672398782,0.350983370889767,1.01080088542273,0.00985491661514092,0.0101969286730166,0.0077705340415501,1.01080088542273,0.0077705340415501,0.0406290441595283,0.995570638701288,1.02603113214416,FALSE,FALSE,FALSE
"PT_2023","gradient","atkinson05",5,0.36164570318288,0.35333904407221,1.02356448050698,0.0107289831468639,0.0117414195620366,0.0136776630961139,1.02356448050698,0.0136776630961139,0.045593432249024,0.9967562608386,1.05037270017537,FALSE,FALSE,FALSE
"SI_2023","gradient","atkinson05",5,0.28811021967359,0.30425560983657,0.947529832272952,0.0249098732166864,0.0297426447960306,0.0177433902233323,0.947529832272952,0.0177433902233323,0.123579082360941,0.91275278743522,0.982306877110683,TRUE,TRUE,FALSE
"SK_2023","gradient","atkinson05",5,0.19730827558033,0.210862316000526,0.935766230084268,0.011239570480954,0.0124399750241864,0.0163722071329383,0.935766230084268,0.0163722071329383,0.0767373953247452,0.903676704103709,0.967855756064827,TRUE,TRUE,FALSE
"AT_2023","baseline_3pct","atkinson1",5,0.747471688509954,0.74277115681332,1.00638130051084,0.011968192590726,0.0159202935900365,0.0128617079080616,1.00638130051084,0.0128617079080616,0.0269232133037064,0.98117235301104,1.03159024801064,FALSE,FALSE,FALSE
"BE_2023","baseline_3pct","atkinson1",5,0.658107120270895,0.660884749102399,0.995795986911685,0.0219248783516105,0.0229953047652475,0.0102906243368932,0.995795986911685,0.0102906243368932,0.0479697936433175,0.975626363211375,1.015965610612,TRUE,FALSE,FALSE
"CY_2023","baseline_3pct","atkinson1",5,0.638041658642446,0.662802547034717,0.962638283909396,0.022792285182038,0.0233761349823408,0.0109275649197871,0.962638283909396,0.0109275649197871,0.0483238228495338,0.941220256666613,0.984056311152179,TRUE,TRUE,FALSE
"DE_2023","baseline_3pct","atkinson1",5,0.77472430400646,0.784464706690341,0.987586761316592,0.0153366068190601,0.0151136993185051,0.00519559259093564,0.987586761316592,0.00519559259093564,0.0272808841210198,0.977403399838358,0.997770122794826,TRUE,TRUE,FALSE
"EE_2023","baseline_3pct","atkinson1",5,0.643975642404763,0.654385855283312,0.984093516387965,0.0208756883472213,0.0211426633122786,0.00447944819033653,0.984093516387965,0.00447944819033653,0.0450402005329001,0.975313797934906,0.992873234841025,TRUE,TRUE,FALSE
"ES_2023","baseline_3pct","atkinson1",5,0.668878553337739,0.665080131117058,1.00571163723926,0.0170002212490671,0.0201668261337272,0.0127985028825813,1.00571163723926,0.0127985028825813,0.0397913726584696,0.980626571589401,1.03079670288912,FALSE,FALSE,FALSE
"FR_2023","baseline_3pct","atkinson1",5,0.721151882429161,0.725185859298221,0.994437320009295,0.0199322386304484,0.0201085509914056,0.00403449835654467,0.994437320009295,0.00403449835654467,0.0389335439171985,0.986529703230468,1.00234493678812,TRUE,FALSE,FALSE
"GR_2023","baseline_3pct","atkinson1",5,0.616252174229776,0.66102827552551,0.932858193359845,0.0159946204144882,0.0276557142259975,0.0298575802562589,0.932858193359845,0.0298575802562589,0.0458992929087657,0.874337336057578,0.991379050662113,TRUE,TRUE,FALSE
"HR_2023","baseline_3pct","atkinson1",5,0.496619142064167,0.533698433900647,0.930520206937518,0.0207141885829297,0.0219188043229132,0.013641889673313,0.930520206937518,0.013641889673313,0.0544692314079917,0.903782103177825,0.957258310697212,TRUE,TRUE,FALSE
"HU_2023","baseline_3pct","atkinson1",5,0.539831870858461,0.553088648816421,0.976032844394666,0.0100289116021582,0.0105525571138681,0.006330407792261,0.976032844394666,0.006330407792261,0.0259917138119732,0.963625245121834,0.988440443667497,TRUE,TRUE,FALSE
"LT_2023","baseline_3pct","atkinson1",5,0.510925996355707,0.554377874959481,0.921603987962965,0.0535784237377892,0.057169128702538,0.0109824170074094,0.921603987962965,0.0109824170074094,0.135547462688923,0.900078450628442,0.943129525297487,TRUE,TRUE,FALSE
"LU_2023","baseline_3pct","atkinson1",5,0.650904090738167,0.659524561335882,0.986944829350313,0.0248476666415447,0.0265040226253835,0.00971249057811781,0.986944829350313,0.00971249057811781,0.0547031318492829,0.967908347817202,1.00598131088342,TRUE,FALSE,FALSE
"LV_2023","baseline_3pct","atkinson1",5,0.691353967666902,0.692250641867968,0.998719715410945,0.0506629003933029,0.053541586278678,0.0116061066997539,0.998719715410945,0.0116061066997539,0.10640864132817,0.975971746279427,1.02146768454246,TRUE,FALSE,FALSE
"MT_2023","baseline_3pct","atkinson1",5,0.554163533122381,0.556520217516121,0.995765321151749,0.0778819546556181,0.0627983669332952,0.031090732326089,0.995765321151749,0.031090732326089,0.179471376367335,0.934827485792614,1.05670315651088,TRUE,FALSE,FALSE
"NL_2023","baseline_3pct","atkinson1",5,0.694692686397486,0.693002728099161,1.00244223984524,0.0117467416587145,0.0120903530050426,0.00315026465350967,1.00244223984524,0.00315026465350967,0.0243552883284036,0.996267721124365,1.00861675856612,FALSE,FALSE,FALSE
"PT_2023","baseline_3pct","atkinson1",5,0.687285172822164,0.694723730870667,0.989298612939143,0.00960433178053915,0.0103196795645287,0.00438825639455796,0.989298612939143,0.00438825639455796,0.0201760754318881,0.980697630405809,0.997899595472477,TRUE,TRUE,FALSE
"SI_2023","baseline_3pct","atkinson1",5,0.576799850128372,0.634844244909343,0.908642825296098,0.0234167021901067,0.0272241073884352,0.0104322813805466,0.908642825296098,0.0104322813805466,0.0536527512691089,0.888195553790227,0.92909009680197,TRUE,TRUE,FALSE
"SK_2023","baseline_3pct","atkinson1",5,0.402501032312691,0.466853535796128,0.862205719327223,0.0184410316500263,0.0210192590871612,0.018561218657134,0.862205719327223,0.018561218657134,0.0553811427098948,0.825825730759241,0.898585707895206,TRUE,TRUE,FALSE
"AT_2023","gradient","atkinson1",5,0.747471688509954,0.720244655798559,1.03785420239466,0.011968192590726,0.0157823666382555,0.0108386242888048,1.03785420239466,0.0108386242888048,0.0281649775940138,1.0166104987886,1.05909790600072,FALSE,FALSE,TRUE
"BE_2023","gradient","atkinson1",5,0.658107120270895,0.644342371597862,1.02136999167104,0.0219248783516105,0.0229580446563116,0.011165288903932,1.02136999167104,0.011165288903932,0.0498211787139292,0.999486025419333,1.04325395792275,FALSE,FALSE,FALSE
"CY_2023","gradient","atkinson1",5,0.638041658642446,0.621917307295628,1.02592896070908,0.022792285182038,0.0238764657793685,0.0121373801555659,1.02592896070908,0.0121373801555659,0.0538000802143748,1.00213969560417,1.04971822581399,FALSE,FALSE,TRUE
"DE_2023","gradient","atkinson1",5,0.77472430400646,0.7684974122239,1.00810450119862,0.0153366068190601,0.014711658368997,0.00580486481239934,1.00810450119862,0.00580486481239934,0.0277614720121347,0.99672696616632,1.01948203623093,FALSE,FALSE,FALSE
"EE_2023","gradient","atkinson1",5,0.643975642404763,0.645340671100009,0.997889372119887,0.0208756883472213,0.0205988762720878,0.0060590202663829,0.997889372119887,0.0060590202663829,0.0453977470434362,0.986013692397776,1.009765051842,TRUE,FALSE,FALSE
"ES_2023","gradient","atkinson1",5,0.668878553337739,0.635917175193679,1.05183401714068,0.0170002212490671,0.0208029561988248,0.012392918163206,1.05183401714068,0.012392918163206,0.0435734875576896,1.0275438975408,1.07612413674056,FALSE,FALSE,TRUE
"FR_2023","gradient","atkinson1",5,0.721151882429161,0.698417292819167,1.03255158462389,0.0199322386304484,0.0211033605885837,0.00496764724347423,1.03255158462389,0.00496764724347423,0.0422835134608544,1.02281499602668,1.0422881732211,FALSE,FALSE,TRUE
"GR_2023","gradient","atkinson1",5,0.616252174229776,0.621872543540234,0.991036371925082,0.0159946204144882,0.0185048986962569,0.0129552488354337,0.991036371925082,0.0129552488354337,0.039128681958853,0.965644084207632,1.01642865964253,TRUE,FALSE,FALSE
"HR_2023","gradient","atkinson1",5,0.496619142064167,0.503610576042553,0.986114162560519,0.0207141885829297,0.0213742181073082,0.0117626020879389,0.986114162560519,0.0117626020879389,0.0586808456086287,0.963059462468159,1.00916886265288,TRUE,FALSE,FALSE
"HU_2023","gradient","atkinson1",5,0.539831870858461,0.541271448128063,0.997340761253229,0.0100289116021582,0.0103722812524972,0.0049956669204404,0.997340761253229,0.0049956669204404,0.026618891024578,0.987549254089166,1.00713226841729,TRUE,FALSE,FALSE
"LT_2023","gradient","atkinson1",5,0.510925996355707,0.529398483713746,0.965121333246212,0.0535784237377892,0.0590054155762195,0.0111710584492358,0.965121333246212,0.0111710584492358,0.14769444648168,0.94322605868571,0.987016607806714,TRUE,TRUE,FALSE
"LU_2023","gradient","atkinson1",5,0.650904090738167,0.639239955411209,1.01825796837204,0.0248476666415447,0.0267163671081842,0.00919475801885769,1.01825796837204,0.00919475801885769,0.0576366900191165,1.00023624265508,1.036279694089,FALSE,FALSE,TRUE
"LV_2023","gradient","atkinson1",5,0.691353967666902,0.686041865281031,1.0077573721126,0.0506629003933029,0.0537357448561301,0.012081242693997,1.0077573721126,0.012081242693997,0.108092897326849,0.984078136432362,1.03143660779283,FALSE,FALSE,FALSE
"MT_2023","gradient","atkinson1",5,0.554163533122381,0.554545343315445,0.999311489677686,0.0778819546556181,0.0725478125751726,0.0111724169922232,0.999311489677686,0.0111724169922232,0.191873796942972,0.977413552372928,1.02120942698244,TRUE,FALSE,FALSE
"NL_2023","gradient","atkinson1",5,0.694692686397486,0.691919770653148,1.00401150741013,0.0117467416587145,0.0120218265928503,0.00360766543095217,1.00401150741013,0.00360766543095217,0.0243417443628858,0.996940483165465,1.0110825316548,FALSE,FALSE,FALSE
"PT_2023","gradient","atkinson1",5,0.687285172822164,0.677521928697948,1.01442309324403,0.00960433178053915,0.0106366500871717,0.00598894273018404,1.01442309324403,0.00598894273018404,0.0213207355146137,1.00268476549287,1.02616142099519,FALSE,FALSE,TRUE
"SI_2023","gradient","atkinson1",5,0.576799850128372,0.594851637795774,0.969783896882149,0.0234167021901067,0.0266916142627715,0.0103095763105849,0.969783896882149,0.0103095763105849,0.0586746616793849,0.949577127313403,0.989990666450896,TRUE,TRUE,FALSE
"SK_2023","gradient","atkinson1",5,0.402501032312691,0.423178896248546,0.951174371455039,0.0184410316500263,0.0193684177623012,0.0152632115164077,0.951174371455039,0.0152632115164077,0.0615959686164127,0.92125847688288,0.981090266027198,TRUE,TRUE,FALSE
"AT_2023","baseline_3pct","atkinson2",5,0.990627978916075,0.984398817473478,1.00632836703399,0.00392418386302026,0.00386480113551291,0.00416679816307425,1.00632836703399,0.00416679816307425,0.00561255481404047,0.998161442634368,1.01449529143362,FALSE,FALSE,FALSE
"BE_2023","baseline_3pct","atkinson2",5,0.994678908435481,0.990710825747459,1.00400533734429,0.00568698956652427,0.00810187975811964,0.00734035923736358,1.00400533734429,0.00734035923736358,0.0100182401133545,0.989618233239058,1.01839244144952,FALSE,FALSE,FALSE
"CY_2023","baseline_3pct","atkinson2",5,0.991211220080988,0.991413947265258,0.99979405477979,0.0116846444454818,0.0114303540095597,0.000479304692751268,0.99979405477979,0.000479304692751268,0.0164856736822003,0.998854617581997,1.00073349197758,TRUE,FALSE,FALSE
"DE_2023","baseline_3pct","atkinson2",5,0.994411909416684,0.99395570369531,1.00045921257642,0.00241128078121235,0.00275519840794079,0.000440897013821995,1.00045921257642,0.000440897013821995,0.00368455991242883,0.999595054429331,1.00132337072351,FALSE,FALSE,FALSE
"EE_2023","baseline_3pct","atkinson2",5,0.994899420024385,0.994775465916541,1.00012460552524,0.00346138134355406,0.00378345973139411,0.000488256509348339,1.00012460552524,0.000488256509348339,0.00515521752374002,0.999167622766919,1.00108158828356,FALSE,FALSE,FALSE
"ES_2023","baseline_3pct","atkinson2",5,0.993737376782946,0.991515233933158,1.00224117093051,0.00210100254421851,0.0025032325820294,0.0016472405695565,1.00224117093051,0.0016472405695565,0.0033003880067333,0.999012579414177,1.00546976244684,FALSE,FALSE,FALSE
"FR_2023","baseline_3pct","atkinson2",5,0.994341642904182,0.994128863879763,1.0002140356569,0.00630945954497198,0.00658736493028267,0.000481108037935732,1.0002140356569,0.000481108037935732,0.00917644343640287,0.999271063902542,1.00115700741125,FALSE,FALSE,FALSE
"GR_2023","baseline_3pct","atkinson2",5,0.99784337827472,0.997949405448244,0.999893769709009,0.00283622015512268,0.00275636537325962,0.000264480929420615,0.999893769709009,0.000264480929420615,0.00396288042796156,0.999375387087345,1.00041215233067,TRUE,FALSE,FALSE
"HR_2023","baseline_3pct","atkinson2",5,0.997584744595285,0.997719652449263,0.999864783805741,0.0129746880930616,0.0112438977302435,0.00189083591444177,0.999864783805741,0.00189083591444177,0.0172070445445608,0.996158745413436,1.00357082219805,TRUE,FALSE,FALSE
"HU_2023","baseline_3pct","atkinson2",5,0.989451725611648,0.989823781755033,0.999624124106517,0.00944180733511616,0.00889418107308624,0.00103672836675139,0.999624124106517,0.00103672836675139,0.0131023229854143,0.997592136507685,1.00165611170535,TRUE,FALSE,FALSE
"LT_2023","baseline_3pct","atkinson2",5,0.989502406505697,0.990303898184011,0.999190665314296,0.00213328673535415,0.00207561520583295,0.000277125666510228,0.999190665314296,0.000277125666510228,0.00300438205175981,0.998647499007936,0.999733831620656,TRUE,TRUE,FALSE
"LU_2023","baseline_3pct","atkinson2",5,0.999714300403361,0.999704373895327,1.00000992955824,0.00552424943995605,0.00572420651472598,0.000320457692639513,1.00000992955824,0.000320457692639513,0.00795750944209405,0.999381832480671,1.00063802663582,FALSE,FALSE,FALSE
"LV_2023","baseline_3pct","atkinson2",5,0.997689901351381,0.997688354505669,1.00000155015191,0.00536067228113219,0.00569135499155194,0.000639164013167777,1.00000155015191,0.000639164013167777,0.00783658260276541,0.998748788686106,1.00125431161772,FALSE,FALSE,FALSE
"MT_2023","baseline_3pct","atkinson2",5,0.982441018295137,0.982306614210866,1.00013682498145,0.0158244089699697,0.0156915117803764,0.000138126297377001,1.00013682498145,0.000138126297377001,0.0226882633957545,0.999866097438595,1.00040755252431,FALSE,FALSE,FALSE
"NL_2023","baseline_3pct","atkinson2",5,0.995042138647129,0.994998300125483,1.00004406379263,0.00421949711684753,0.00427074196968839,8.05223961125647e-05,1.00004406379263,8.05223961125647e-05,0.00603392874007694,0.999886239896252,1.00020188768901,FALSE,FALSE,FALSE
"PT_2023","baseline_3pct","atkinson2",5,0.996449258016445,0.996245740428944,1.00020429201255,0.000884221795510168,0.00101183461731935,0.000360448722912479,1.00020429201255,0.000360448722912479,0.00134896757629682,0.999497812515637,1.00091077150945,FALSE,FALSE,FALSE
"SI_2023","baseline_3pct","atkinson2",5,0.990749412254717,0.99221076686055,0.998526631282541,0.0033598586428491,0.0028178771427749,0.00062548895218818,0.998526631282541,0.00062548895218818,0.00441683563940046,0.997300672936252,0.99975258962883,TRUE,TRUE,FALSE
"SK_2023","baseline_3pct","atkinson2",5,0.977538514678641,0.979236828130436,0.998265710687583,0.0282305582707324,0.0242365340836939,0.00733613510637234,0.998265710687583,0.00733613510637234,0.0379681489793795,0.983886885879093,1.01264453549607,TRUE,FALSE,FALSE
"AT_2023","gradient","atkinson2",5,0.990627978916075,0.981732686943196,1.00906100108491,0.00392418386302026,0.00418216406551722,0.00422987724653792,1.00906100108491,0.00422987724653792,0.00586987442656558,1.0007704416817,1.01735156048813,FALSE,FALSE,TRUE
"BE_2023","gradient","atkinson2",5,0.994678908435481,0.990004390345516,1.00472174808011,0.00568698956652427,0.00897865836682895,0.00805030146700086,1.00472174808011,0.00805030146700086,0.0107716860766782,0.988943157204789,1.02050033895543,FALSE,FALSE,FALSE
"CY_2023","gradient","atkinson2",5,0.991211220080988,0.989942261902151,1.00129188741667,0.0116846444454818,0.0133804031350352,0.00179364299177372,1.00129188741667,0.00179364299177372,0.017957717007244,0.997776347152799,1.00480742768055,FALSE,FALSE,FALSE
"DE_2023","gradient","atkinson2",5,0.994411909416684,0.993628688559364,1.00078860044508,0.00241128078121235,0.00292962030888449,0.00060094552812488,1.00078860044508,0.00060094552812488,0.00382045590169677,0.999610747209959,1.00196645368021,FALSE,FALSE,FALSE
"EE_2023","gradient","atkinson2",5,0.994899420024385,0.994589476261116,1.00031163012963,0.00346138134355406,0.00390237767652892,0.000579227301787507,1.00031163012963,0.000579227301787507,0.00524558416730402,0.999176344618122,1.00144691564113,FALSE,FALSE,FALSE
"ES_2023","gradient","atkinson2",5,0.993737376782946,0.990570649889738,1.0031968738747,0.00210100254421851,0.00280320096292445,0.00182106962745325,1.0031968738747,0.00182106962745325,0.00354375277011507,0.999627577404896,1.00676617034451,FALSE,FALSE,FALSE
"FR_2023","gradient","atkinson2",5,0.994341642904182,0.993495908563569,1.00085127108559,0.00630945954497198,0.00736678460678103,0.00117667136034073,1.00085127108559,0.00117667136034073,0.00976771636435043,0.998544995219323,1.00315754695186,FALSE,FALSE,FALSE
"GR_2023","gradient","atkinson2",5,0.99784337827472,0.997582871395066,1.00026113900255,0.00283622015512268,0.00320287430803496,0.00039136066015021,1.00026113900255,0.00039136066015021,0.00428914141548735,0.999494072108654,1.00102820589644,FALSE,FALSE,FALSE
"HR_2023","gradient","atkinson2",5,0.997584744595285,0.997388177933386,1.00019708143205,0.0129746880930616,0.0134389549624734,0.000612339997686192,1.00019708143205,0.000612339997686192,0.018730978523619,0.998996895036586,1.00139726782752,FALSE,FALSE,FALSE
"HU_2023","gradient","atkinson2",5,0.989451725611648,0.988716293750437,1.00074382515993,0.00944180733511616,0.0102614084401901,0.00104976661210885,1.00074382515993,0.00104976661210885,0.0141091472551364,0.998686282600193,1.00280136771966,FALSE,FALSE,FALSE
"LT_2023","gradient","atkinson2",5,0.989502406505697,0.989450484346537,1.00005248324733,0.00213328673535415,0.00223067736602253,0.00023733825542798,1.00005248324733,0.00023733825542798,0.0031195513040986,0.999587300266686,1.00051766622796,FALSE,FALSE,FALSE
"LU_2023","gradient","atkinson2",5,0.999714300403361,0.999687333319741,1.00002697586338,0.00552424943995605,0.00604832658632653,0.000571793324006701,1.00002697586338,0.000571793324006701,0.00819411621706394,0.998906260948331,1.00114769077844,FALSE,FALSE,FALSE
"LV_2023","gradient","atkinson2",5,0.997689901351381,0.997603046303906,1.00008706415197,0.00536067228113219,0.00588044862843612,0.000719594494052473,1.00008706415197,0.000719594494052473,0.00797666359268961,0.998676658943627,1.00149746936031,FALSE,FALSE,FALSE
"MT_2023","gradient","atkinson2",5,0.982441018295137,0.997238229607021,0.985161809011559,0.0158244089699697,0.0102185300099334,0.00583570974909764,0.985161809011559,0.00583570974909764,0.0188070602378185,0.973723817903327,0.99659980011979,TRUE,TRUE,FALSE
"NL_2023","gradient","atkinson2",5,0.995042138647129,0.99491701116773,1.00012577174672,0.00421949711684753,0.00423495650741026,0.000143514055560566,1.00012577174672,0.000143514055560566,0.00600913315674472,0.999844484197826,1.00040705929562,FALSE,FALSE,FALSE
"PT_2023","gradient","atkinson2",5,0.996449258016445,0.995952451800917,1.00049884176083,0.000884221795510168,0.00107252357993473,0.000406531924907445,1.00049884176083,0.000406531924907445,0.00139608334642465,0.999702039188008,1.00129564433364,FALSE,FALSE,FALSE
"SI_2023","gradient","atkinson2",5,0.990749412254717,0.990004060077508,1.0007530207713,0.0033598586428491,0.00354218597386279,0.00035631743870836,1.0007530207713,0.00035631743870836,0.00493343465958556,1.00005463859144,1.00145140295117,FALSE,FALSE,TRUE
